Wind On,Solar
201.5,0.0
200.0,0.0
198.5,0.0
197.0,0.0
190.0,0.0
183.0,0.0
176.0,0.0
169.0,0.0
166.5,0.0
164.0,0.0
161.5,0.0
159.0,0.0
154.25,0.0
149.5,0.0
144.75,0.0
140.0,0.0
139.0,0.0
138.0,0.0
137.0,0.0
136.0,0.0
143.25,0.0
150.5,0.0
157.75,0.0
165.0,0.0
163.5,0.5
162.0,1.0
160.5,1.5
159.0,2.0
159.25,7.5
159.5,13.0
159.75,18.5
160.0,24.0
162.75,37.5
165.5,51.0
168.25,64.5
171.0,78.0
174.25,84.75
177.5,91.5
180.75,98.25
184.0,105.0
191.75,117.0
199.5,129.0
207.25,141.0
215.0,153.0
237.5,159.75
260.0,166.5
282.5,173.25
305.0,180.0
364.25,193.75
423.5,207.5
482.75,221.25
542.0,235.0
606.25,236.25
670.5,237.5
734.75,238.75
799.0,240.0
868.5,240.25
938.0,240.5
1007.5,240.75
1077.0,241.0
1175.75,232.75
1274.5,224.5
1373.25,216.25
1472.0,208.0
1534.5,201.0
1597.0,194.0
1659.5,187.0
1722.0,180.0
1790.5,172.0
1859.0,164.0
1927.5,156.0
1996.0,148.0
2024.5,136.25
2053.0,124.5
2081.5,112.75
2110.0,101.0
2101.0,84.0
2092.0,67.0
2083.0,50.0
2074.0,33.0
2033.0,25.5
1992.0,18.0
1951.0,10.5
1910.0,3.0
1879.0,2.25
1848.0,1.5
1817.0,0.75
1786.0,0.0
1765.25,0.0
1744.5,0.0
1723.75,0.0
1703.0,0.0
1672.25,0.0
1641.5,0.0
1610.75,0.0
1580.0,0.0
1571.0,0.0
1562.0,0.0
1553.0,0.0
1544.0,0.0
1524.75,0.0
1505.5,0.0
1486.25,0.0
1467.0,0.0
1459.75,0.0
1452.5,0.0
1445.25,0.0
1438.0,0.0
1431.25,0.0
1424.5,0.0
1417.75,0.0
1411.0,0.0
1406.25,0.0
1401.5,0.0
1396.75,0.0
1392.0,0.0
1358.25,0.0
1324.5,0.0
1290.75,0.0
1257.0,0.0
1235.0,0.75
1213.0,1.5
1191.0,2.25
1169.0,3.0
1133.0,13.0
1097.0,23.0
1061.0,33.0
1025.0,43.0
975.25,61.0
925.5,79.0
875.75,97.0
826.0,115.0
788.75,131.5
751.5,148.0
714.25,164.5
677.0,181.0
658.5,189.25
640.0,197.5
621.5,205.75
603.0,214.0
595.25,223.5
587.5,233.0
579.75,242.5
572.0,252.0
590.0,254.5
608.0,257.0
626.0,259.5
644.0,262.0
653.75,258.0
663.5,254.0
673.25,250.0
683.0,246.0
709.0,247.75
735.0,249.5
761.0,251.25
787.0,253.0
816.75,250.25
846.5,247.5
876.25,244.75
906.0,242.0
966.0,235.5
1026.0,229.0
1086.0,222.5
1146.0,216.0
1187.5,203.25
1229.0,190.5
1270.5,177.75
1312.0,165.0
1305.0,149.75
1298.0,134.5
1291.0,119.25
1284.0,104.0
1278.5,88.25
1273.0,72.5
1267.5,56.75
1262.0,41.0
1250.25,31.75
1238.5,22.5
1226.75,13.25
1215.0,4.0
1181.75,3.0
1148.5,2.0
1115.25,1.0
1082.0,0.0
1043.0,0.0
1004.0,0.0
965.0,0.0
926.0,0.0
885.25,0.0
844.5,0.0
803.75,0.0
763.0,0.0
726.75,0.0
690.5,0.0
654.25,0.0
618.0,0.0
607.25,0.0
596.5,0.0
585.75,0.0
575.0,0.0
569.25,0.0
563.5,0.0
557.75,0.0
552.0,0.0
532.75,0.0
513.5,0.0
494.25,0.0
475.0,0.0
459.75,0.0
444.5,0.0
429.25,0.0
414.0,0.0
420.0,0.0
426.0,0.0
432.0,0.0
438.0,0.0
428.25,0.5
418.5,1.0
408.75,1.5
399.0,2.0
374.5,6.75
350.0,11.5
325.5,16.25
301.0,21.0
278.0,26.75
255.0,32.5
232.0,38.25
209.0,44.0
194.25,54.25
179.5,64.5
164.75,74.75
150.0,85.0
139.0,90.75
128.0,96.5
117.0,102.25
106.0,108.0
109.25,110.75
112.5,113.5
115.75,116.25
119.0,119.0
134.5,121.75
150.0,124.5
165.5,127.25
181.0,130.0
212.0,129.0
243.0,128.0
274.0,127.0
305.0,126.0
352.5,129.0
400.0,132.0
447.5,135.0
495.0,138.0
527.75,137.75
560.5,137.5
593.25,137.25
626.0,137.0
646.75,136.25
667.5,135.5
688.25,134.75
709.0,134.0
730.75,124.75
752.5,115.5
774.25,106.25
796.0,97.0
813.0,87.75
830.0,78.5
847.0,69.25
864.0,60.0
822.5,52.75
781.0,45.5
739.5,38.25
698.0,31.0
715.0,24.0
732.0,17.0
749.0,10.0
766.0,3.0
787.75,2.25
809.5,1.5
831.25,0.75
853.0,0.0
848.25,0.0
843.5,0.0
838.75,0.0
834.0,0.0
845.25,0.0
856.5,0.0
867.75,0.0
879.0,0.0
887.5,0.0
896.0,0.0
904.5,0.0
913.0,0.0
907.5,0.0
902.0,0.0
896.5,0.0
891.0,0.0
890.75,0.0
890.5,0.0
890.25,0.0
890.0,0.0
882.0,0.0
874.0,0.0
866.0,0.0
858.0,0.0
848.75,0.0
839.5,0.0
830.25,0.0
821.0,0.0
796.75,0.0
772.5,0.0
748.25,0.0
724.0,0.0
691.75,0.25
659.5,0.5
627.25,0.75
595.0,1.0
573.75,5.25
552.5,9.5
531.25,13.75
510.0,18.0
488.5,25.0
467.0,32.0
445.5,39.0
424.0,46.0
409.75,54.75
395.5,63.5
381.25,72.25
367.0,81.0
361.75,90.5
356.5,100.0
351.25,109.5
346.0,119.0
348.0,121.25
350.0,123.5
352.0,125.75
354.0,128.0
362.75,128.0
371.5,128.0
380.25,128.0
389.0,128.0
395.5,130.25
402.0,132.5
408.5,134.75
415.0,137.0
438.75,140.0
462.5,143.0
486.25,146.0
510.0,149.0
538.25,147.75
566.5,146.5
594.75,145.25
623.0,144.0
641.25,139.75
659.5,135.5
677.75,131.25
696.0,127.0
690.75,120.25
685.5,113.5
680.25,106.75
675.0,100.0
683.0,90.75
691.0,81.5
699.0,72.25
707.0,63.0
706.25,54.5
705.5,46.0
704.75,37.5
704.0,29.0
694.0,22.75
684.0,16.5
674.0,10.25
664.0,4.0
652.0,3.0
640.0,2.0
628.0,1.0
616.0,0.0
608.75,0.0
601.5,0.0
594.25,0.0
587.0,0.0
577.75,0.0
568.5,0.0
559.25,0.0
550.0,0.0
566.0,0.0
582.0,0.0
598.0,0.0
614.0,0.0
626.25,0.0
638.5,0.0
650.75,0.0
663.0,0.0
673.75,0.0
684.5,0.0
695.25,0.0
706.0,0.0
715.75,0.0
725.5,0.0
735.25,0.0
745.0,0.0
737.0,0.0
729.0,0.0
721.0,0.0
713.0,0.0
703.75,0.0
694.5,0.0
685.25,0.0
676.0,0.0
649.25,0.75
622.5,1.5
595.75,2.25
569.0,3.0
523.25,13.0
477.5,23.0
431.75,33.0
386.0,43.0
349.75,56.25
313.5,69.5
277.25,82.75
241.0,96.0
216.25,112.75
191.5,129.5
166.75,146.25
142.0,163.0
140.0,174.75
138.0,186.5
136.0,198.25
134.0,210.0
139.5,217.5
145.0,225.0
150.5,232.5
156.0,240.0
175.25,242.5
194.5,245.0
213.75,247.5
233.0,250.0
271.0,246.0
309.0,242.0
347.0,238.0
385.0,234.0
424.75,237.75
464.5,241.5
504.25,245.25
544.0,249.0
591.25,249.75
638.5,250.5
685.75,251.25
733.0,252.0
763.5,243.75
794.0,235.5
824.5,227.25
855.0,219.0
884.25,212.5
913.5,206.0
942.75,199.5
972.0,193.0
974.5,179.25
977.0,165.5
979.5,151.75
982.0,138.0
987.0,120.25
992.0,102.5
997.0,84.75
1002.0,67.0
992.5,51.5
983.0,36.0
973.5,20.5
964.0,5.0
950.5,3.75
937.0,2.5
923.5,1.25
910.0,0.0
912.25,0.0
914.5,0.0
916.75,0.0
919.0,0.0
948.75,0.0
978.5,0.0
1008.25,0.0
1038.0,0.0
1045.0,0.0
1052.0,0.0
1059.0,0.0
1066.0,0.0
1062.25,0.0
1058.5,0.0
1054.75,0.0
1051.0,0.0
1047.5,0.0
1044.0,0.0
1040.5,0.0
1037.0,0.0
1041.75,0.0
1046.5,0.0
1051.25,0.0
1056.0,0.0
1045.5,0.0
1035.0,0.0
1024.5,0.0
1014.0,0.0
983.5,0.0
953.0,0.0
922.5,0.0
892.0,0.0
902.75,1.0
913.5,2.0
924.25,3.0
935.0,4.0
969.75,14.5
1004.5,25.0
1039.25,35.5
1074.0,46.0
1048.25,73.75
1022.5,101.5
996.75,129.25
971.0,157.0
966.75,171.5
962.5,186.0
958.25,200.5
954.0,215.0
963.0,226.0
972.0,237.0
981.0,248.0
990.0,259.0
990.75,268.75
991.5,278.5
992.25,288.25
993.0,298.0
999.5,302.5
1006.0,307.0
1012.5,311.5
1019.0,316.0
1021.25,320.25
1023.5,324.5
1025.75,328.75
1028.0,333.0
1036.0,331.5
1044.0,330.0
1052.0,328.5
1060.0,327.0
1110.0,321.5
1160.0,316.0
1210.0,310.5
1260.0,305.0
1376.75,296.75
1493.5,288.5
1610.25,280.25
1727.0,272.0
1834.0,260.0
1941.0,248.0
2048.0,236.0
2155.0,224.0
2154.75,203.5
2154.5,183.0
2154.25,162.5
2154.0,142.0
2116.75,120.0
2079.5,98.0
2042.25,76.0
2005.0,54.0
2003.25,42.25
2001.5,30.5
1999.75,18.75
1998.0,7.0
1993.5,5.25
1989.0,3.5
1984.5,1.75
1980.0,0.0
1994.25,0.0
2008.5,0.0
2022.75,0.0
2037.0,0.0
1988.75,0.0
1940.5,0.0
1892.25,0.0
1844.0,0.0
1821.5,0.0
1799.0,0.0
1776.5,0.0
1754.0,0.0
1726.25,0.0
1698.5,0.0
1670.75,0.0
1643.0,0.0
1637.25,0.0
1631.5,0.0
1625.75,0.0
1620.0,0.0
1608.75,0.0
1597.5,0.0
1586.25,0.0
1575.0,0.0
1583.0,0.0
1591.0,0.0
1599.0,0.0
1607.0,0.0
1585.5,0.0
1564.0,0.0
1542.5,0.0
1521.0,0.0
1510.25,0.5
1499.5,1.0
1488.75,1.5
1478.0,2.0
1455.0,8.0
1432.0,14.0
1409.0,20.0
1386.0,26.0
1312.25,39.75
1238.5,53.5
1164.75,67.25
1091.0,81.0
1049.25,93.0
1007.5,105.0
965.75,117.0
924.0,129.0
890.5,146.5
857.0,164.0
823.5,181.5
790.0,199.0
787.0,217.75
784.0,236.5
781.0,255.25
778.0,274.0
782.25,283.25
786.5,292.5
790.75,301.75
795.0,311.0
793.75,314.25
792.5,317.5
791.25,320.75
790.0,324.0
800.25,325.25
810.5,326.5
820.75,327.75
831.0,329.0
886.25,326.5
941.5,324.0
996.75,321.5
1052.0,319.0
1135.75,311.5
1219.5,304.0
1303.25,296.5
1387.0,289.0
1472.5,274.5
1558.0,260.0
1643.5,245.5
1729.0,231.0
1763.75,208.0
1798.5,185.0
1833.25,162.0
1868.0,139.0
1851.5,118.25
1835.0,97.5
1818.5,76.75
1802.0,56.0
1769.25,43.75
1736.5,31.5
1703.75,19.25
1671.0,7.0
1625.75,5.25
1580.5,3.5
1535.25,1.75
1490.0,0.0
1474.25,0.0
1458.5,0.0
1442.75,0.0
1427.0,0.0
1414.25,0.0
1401.5,0.0
1388.75,0.0
1376.0,0.0
1366.75,0.0
1357.5,0.0
1348.25,0.0
1339.0,0.0
1301.75,0.0
1264.5,0.0
1227.25,0.0
1190.0,0.0
1152.25,0.0
1114.5,0.0
1076.75,0.0
1039.0,0.0
1011.5,0.0
984.0,0.0
956.5,0.0
929.0,0.0
892.25,0.0
855.5,0.0
818.75,0.0
782.0,0.0
737.5,0.0
693.0,0.0
648.5,0.0
604.0,0.0
605.75,0.5
607.5,1.0
609.25,1.5
611.0,2.0
628.25,7.25
645.5,12.5
662.75,17.75
680.0,23.0
633.75,32.75
587.5,42.5
541.25,52.25
495.0,62.0
499.25,70.5
503.5,79.0
507.75,87.5
512.0,96.0
521.5,106.25
531.0,116.5
540.5,126.75
550.0,137.0
559.75,143.75
569.5,150.5
579.25,157.25
589.0,164.0
609.25,176.0
629.5,188.0
649.75,200.0
670.0,212.0
702.0,214.25
734.0,216.5
766.0,218.75
798.0,221.0
873.75,229.0
949.5,237.0
1025.25,245.0
1101.0,253.0
1151.0,258.5
1201.0,264.0
1251.0,269.5
1301.0,275.0
1344.5,265.75
1388.0,256.5
1431.5,247.25
1475.0,238.0
1540.75,226.5
1606.5,215.0
1672.25,203.5
1738.0,192.0
1796.0,176.75
1854.0,161.5
1912.0,146.25
1970.0,131.0
1972.0,111.75
1974.0,92.5
1976.0,73.25
1978.0,54.0
1926.0,42.25
1874.0,30.5
1822.0,18.75
1770.0,7.0
1731.5,5.25
1693.0,3.5
1654.5,1.75
1616.0,0.0
1615.5,0.0
1615.0,0.0
1614.5,0.0
1614.0,0.0
1651.75,0.0
1689.5,0.0
1727.25,0.0
1765.0,0.0
1798.5,0.0
1832.0,0.0
1865.5,0.0
1899.0,0.0
1904.0,0.0
1909.0,0.0
1914.0,0.0
1919.0,0.0
1911.0,0.0
1903.0,0.0
1895.0,0.0
1887.0,0.0
1844.0,0.0
1801.0,0.0
1758.0,0.0
1715.0,0.0
1737.0,0.0
1759.0,0.0
1781.0,0.0
1803.0,0.0
1795.5,0.0
1788.0,0.0
1780.5,0.0
1773.0,0.0
1771.75,0.25
1770.5,0.5
1769.25,0.75
1768.0,1.0
1731.75,5.5
1695.5,10.0
1659.25,14.5
1623.0,19.0
1608.0,28.0
1593.0,37.0
1578.0,46.0
1563.0,55.0
1578.25,63.0
1593.5,71.0
1608.75,79.0
1624.0,87.0
1652.25,96.5
1680.5,106.0
1708.75,115.5
1737.0,125.0
1764.75,138.0
1792.5,151.0
1820.25,164.0
1848.0,177.0
1894.25,181.25
1940.5,185.5
1986.75,189.75
2033.0,194.0
2055.0,199.0
2077.0,204.0
2099.0,209.0
2121.0,214.0
2121.0,213.5
2121.0,213.0
2121.0,212.5
2121.0,212.0
2125.0,212.5
2129.0,213.0
2133.0,213.5
2137.0,214.0
2148.75,205.0
2160.5,196.0
2172.25,187.0
2184.0,178.0
2141.0,165.75
2098.0,153.5
2055.0,141.25
2012.0,129.0
1989.0,117.25
1966.0,105.5
1943.0,93.75
1920.0,82.0
1877.25,70.0
1834.5,58.0
1791.75,46.0
1749.0,34.0
1703.25,26.75
1657.5,19.5
1611.75,12.25
1566.0,5.0
1533.0,3.75
1500.0,2.5
1467.0,1.25
1434.0,0.0
1395.5,0.0
1357.0,0.0
1318.5,0.0
1280.0,0.0
1247.5,0.0
1215.0,0.0
1182.5,0.0
1150.0,0.0
1157.0,0.0
1164.0,0.0
1171.0,0.0
1178.0,0.0
1179.0,0.0
1180.0,0.0
1181.0,0.0
1182.0,0.0
1156.5,0.0
1131.0,0.0
1105.5,0.0
1080.0,0.0
1084.0,0.0
1088.0,0.0
1092.0,0.0
1096.0,0.0
1101.0,0.0
1106.0,0.0
1111.0,0.0
1116.0,0.0
1106.5,0.0
1097.0,0.0
1087.5,0.0
1078.0,0.0
1066.75,1.0
1055.5,2.0
1044.25,3.0
1033.0,4.0
1012.5,15.0
992.0,26.0
971.5,37.0
951.0,48.0
966.0,65.25
981.0,82.5
996.0,99.75
1011.0,117.0
984.5,126.5
958.0,136.0
931.5,145.5
905.0,155.0
854.75,160.5
804.5,166.0
754.25,171.5
704.0,177.0
692.75,177.5
681.5,178.0
670.25,178.5
659.0,179.0
678.5,183.25
698.0,187.5
717.5,191.75
737.0,196.0
770.0,204.0
803.0,212.0
836.0,220.0
869.0,228.0
885.5,226.25
902.0,224.5
918.5,222.75
935.0,221.0
960.25,221.25
985.5,221.5
1010.75,221.75
1036.0,222.0
1060.5,213.5
1085.0,205.0
1109.5,196.5
1134.0,188.0
1163.25,181.25
1192.5,174.5
1221.75,167.75
1251.0,161.0
1260.0,145.5
1269.0,130.0
1278.0,114.5
1287.0,99.0
1269.0,83.5
1251.0,68.0
1233.0,52.5
1215.0,37.0
1238.25,28.75
1261.5,20.5
1284.75,12.25
1308.0,4.0
1329.75,3.0
1351.5,2.0
1373.25,1.0
1395.0,0.0
1397.5,0.0
1400.0,0.0
1402.5,0.0
1405.0,0.0
1377.0,0.0
1349.0,0.0
1321.0,0.0
1293.0,0.0
1270.25,0.0
1247.5,0.0
1224.75,0.0
1202.0,0.0
1209.25,0.0
1216.5,0.0
1223.75,0.0
1231.0,0.0
1236.25,0.0
1241.5,0.0
1246.75,0.0
1252.0,0.0
1257.25,0.0
1262.5,0.0
1267.75,0.0
1273.0,0.0
1229.25,0.0
1185.5,0.0
1141.75,0.0
1098.0,0.0
1077.75,0.0
1057.5,0.0
1037.25,0.0
1017.0,0.0
990.5,0.25
964.0,0.5
937.5,0.75
911.0,1.0
881.0,5.0
851.0,9.0
821.0,13.0
791.0,17.0
769.0,28.0
747.0,39.0
725.0,50.0
703.0,61.0
684.5,68.5
666.0,76.0
647.5,83.5
629.0,91.0
588.25,100.75
547.5,110.5
506.75,120.25
466.0,130.0
437.25,138.0
408.5,146.0
379.75,154.0
351.0,162.0
347.0,168.5
343.0,175.0
339.0,181.5
335.0,188.0
344.75,192.25
354.5,196.5
364.25,200.75
374.0,205.0
408.0,208.25
442.0,211.5
476.0,214.75
510.0,218.0
575.75,215.5
641.5,213.0
707.25,210.5
773.0,208.0
854.0,202.75
935.0,197.5
1016.0,192.25
1097.0,187.0
1109.25,183.0
1121.5,179.0
1133.75,175.0
1146.0,171.0
1142.5,162.5
1139.0,154.0
1135.5,145.5
1132.0,137.0
1137.25,117.25
1142.5,97.5
1147.75,77.75
1153.0,58.0
1163.0,45.25
1173.0,32.5
1183.0,19.75
1193.0,7.0
1234.0,5.25
1275.0,3.5
1316.0,1.75
1357.0,0.0
1317.25,0.0
1277.5,0.0
1237.75,0.0
1198.0,0.0
1149.5,0.0
1101.0,0.0
1052.5,0.0
1004.0,0.0
929.75,0.0
855.5,0.0
781.25,0.0
707.0,0.0
660.75,0.0
614.5,0.0
568.25,0.0
522.0,0.0
510.0,0.0
498.0,0.0
486.0,0.0
474.0,0.0
460.25,0.0
446.5,0.0
432.75,0.0
419.0,0.0
408.75,0.0
398.5,0.0
388.25,0.0
378.0,0.0
372.5,0.0
367.0,0.0
361.5,0.0
356.0,0.0
354.75,0.25
353.5,0.5
352.25,0.75
351.0,1.0
356.75,5.0
362.5,9.0
368.25,13.0
374.0,17.0
381.25,24.0
388.5,31.0
395.75,38.0
403.0,45.0
405.25,52.0
407.5,59.0
409.75,66.0
412.0,73.0
434.75,80.25
457.5,87.5
480.25,94.75
503.0,102.0
539.25,113.0
575.5,124.0
611.75,135.0
648.0,146.0
702.75,155.5
757.5,165.0
812.25,174.5
867.0,184.0
929.75,189.5
992.5,195.0
1055.25,200.5
1118.0,206.0
1183.5,200.75
1249.0,195.5
1314.5,190.25
1380.0,185.0
1389.5,179.0
1399.0,173.0
1408.5,167.0
1418.0,161.0
1402.75,153.0
1387.5,145.0
1372.25,137.0
1357.0,129.0
1338.5,124.0
1320.0,119.0
1301.5,114.0
1283.0,109.0
1251.5,97.0
1220.0,85.0
1188.5,73.0
1157.0,61.0
1110.5,50.75
1064.0,40.5
1017.5,30.25
971.0,20.0
952.0,15.5
933.0,11.0
914.0,6.5
895.0,2.0
861.0,1.5
827.0,1.0
793.0,0.5
759.0,0.0
725.5,0.0
692.0,0.0
658.5,0.0
625.0,0.0
619.25,0.0
613.5,0.0
607.75,0.0
602.0,0.0
613.5,0.0
625.0,0.0
636.5,0.0
648.0,0.0
646.25,0.0
644.5,0.0
642.75,0.0
641.0,0.0
671.5,0.0
702.0,0.0
732.5,0.0
763.0,0.0
757.25,0.0
751.5,0.0
745.75,0.0
740.0,0.0
693.5,0.0
647.0,0.0
600.5,0.0
554.0,0.0
529.5,0.0
505.0,0.0
480.5,0.0
456.0,0.0
462.25,0.5
468.5,1.0
474.75,1.5
481.0,2.0
500.25,8.75
519.5,15.5
538.75,22.25
558.0,29.0
556.5,41.5
555.0,54.0
553.5,66.5
552.0,79.0
553.25,92.5
554.5,106.0
555.75,119.5
557.0,133.0
527.5,143.75
498.0,154.5
468.5,165.25
439.0,176.0
445.5,182.5
452.0,189.0
458.5,195.5
465.0,202.0
523.75,206.25
582.5,210.5
641.25,214.75
700.0,219.0
761.25,224.0
822.5,229.0
883.75,234.0
945.0,239.0
981.0,233.75
1017.0,228.5
1053.0,223.25
1089.0,218.0
1096.0,222.0
1103.0,226.0
1110.0,230.0
1117.0,234.0
1103.75,225.0
1090.5,216.0
1077.25,207.0
1064.0,198.0
1016.5,186.75
969.0,175.5
921.5,164.25
874.0,153.0
836.5,139.75
799.0,126.5
761.5,113.25
724.0,100.0
684.5,84.25
645.0,68.5
605.5,52.75
566.0,37.0
539.25,29.0
512.5,21.0
485.75,13.0
459.0,5.0
440.25,3.75
421.5,2.5
402.75,1.25
384.0,0.0
348.75,0.0
313.5,0.0
278.25,0.0
243.0,0.0
226.5,0.0
210.0,0.0
193.5,0.0
177.0,0.0
168.75,0.0
160.5,0.0
152.25,0.0
144.0,0.0
143.5,0.0
143.0,0.0
142.5,0.0
142.0,0.0
143.5,0.0
145.0,0.0
146.5,0.0
148.0,0.0
140.75,0.0
133.5,0.0
126.25,0.0
119.0,0.0
124.0,0.0
129.0,0.0
134.0,0.0
139.0,0.0
136.5,0.0
134.0,0.0
131.5,0.0
129.0,0.0
135.75,0.75
142.5,1.5
149.25,2.25
156.0,3.0
166.5,12.0
177.0,21.0
187.5,30.0
198.0,39.0
196.75,56.75
195.5,74.5
194.25,92.25
193.0,110.0
202.0,119.75
211.0,129.5
220.0,139.25
229.0,149.0
231.0,152.5
233.0,156.0
235.0,159.5
237.0,163.0
249.25,166.5
261.5,170.0
273.75,173.5
286.0,177.0
321.5,185.0
357.0,193.0
392.5,201.0
428.0,209.0
440.0,213.75
452.0,218.5
464.0,223.25
476.0,228.0
490.5,234.75
505.0,241.5
519.5,248.25
534.0,255.0
567.75,247.75
601.5,240.5
635.25,233.25
669.0,226.0
712.25,223.25
755.5,220.5
798.75,217.75
842.0,215.0
882.5,205.25
923.0,195.5
963.5,185.75
1004.0,176.0
1028.0,161.75
1052.0,147.5
1076.0,133.25
1100.0,119.0
1103.75,101.0
1107.5,83.0
1111.25,65.0
1115.0,47.0
1113.75,37.75
1112.5,28.5
1111.25,19.25
1110.0,10.0
1092.75,7.5
1075.5,5.0
1058.25,2.5
1041.0,0.0
1022.0,0.0
1003.0,0.0
984.0,0.0
965.0,0.0
991.5,0.0
1018.0,0.0
1044.5,0.0
1071.0,0.0
1072.25,0.0
1073.5,0.0
1074.75,0.0
1076.0,0.0
1072.5,0.0
1069.0,0.0
1065.5,0.0
1062.0,0.0
1064.75,0.0
1067.5,0.0
1070.25,0.0
1073.0,0.0
1073.0,0.0
1073.0,0.0
1073.0,0.0
1073.0,0.0
1079.0,0.0
1085.0,0.0
1091.0,0.0
1097.0,0.0
1070.75,0.0
1044.5,0.0
1018.25,0.0
992.0,0.0
999.5,1.25
1007.0,2.5
1014.5,3.75
1022.0,5.0
988.75,15.25
955.5,25.5
922.25,35.75
889.0,46.0
871.0,59.5
853.0,73.0
835.0,86.5
817.0,100.0
812.75,103.0
808.5,106.0
804.25,109.0
800.0,112.0
792.25,114.5
784.5,117.0
776.75,119.5
769.0,122.0
801.5,129.25
834.0,136.5
866.5,143.75
899.0,151.0
942.75,153.25
986.5,155.5
1030.25,157.75
1074.0,160.0
1140.0,159.25
1206.0,158.5
1272.0,157.75
1338.0,157.0
1421.5,152.25
1505.0,147.5
1588.5,142.75
1672.0,138.0
1727.0,134.5
1782.0,131.0
1837.0,127.5
1892.0,124.0
1912.5,118.5
1933.0,113.0
1953.5,107.5
1974.0,102.0
1955.5,97.75
1937.0,93.5
1918.5,89.25
1900.0,85.0
1915.25,78.5
1930.5,72.0
1945.75,65.5
1961.0,59.0
1963.25,49.5
1965.5,40.0
1967.75,30.5
1970.0,21.0
1915.0,16.25
1860.0,11.5
1805.0,6.75
1750.0,2.0
1720.0,1.5
1690.0,1.0
1660.0,0.5
1630.0,0.0
1585.75,0.0
1541.5,0.0
1497.25,0.0
1453.0,0.0
1412.0,0.0
1371.0,0.0
1330.0,0.0
1289.0,0.0
1247.5,0.0
1206.0,0.0
1164.5,0.0
1123.0,0.0
1075.5,0.0
1028.0,0.0
980.5,0.0
933.0,0.0
937.5,0.0
942.0,0.0
946.5,0.0
951.0,0.0
952.25,0.0
953.5,0.0
954.75,0.0
956.0,0.0
954.25,0.0
952.5,0.0
950.75,0.0
949.0,0.0
953.25,0.0
957.5,0.0
961.75,0.0
966.0,0.0
951.5,0.5
937.0,1.0
922.5,1.5
908.0,2.0
893.75,8.5
879.5,15.0
865.25,21.5
851.0,28.0
812.75,37.5
774.5,47.0
736.25,56.5
698.0,66.0
663.25,81.5
628.5,97.0
593.75,112.5
559.0,128.0
528.25,137.25
497.5,146.5
466.75,155.75
436.0,165.0
425.5,170.75
415.0,176.5
404.5,182.25
394.0,188.0
408.5,188.75
423.0,189.5
437.5,190.25
452.0,191.0
484.5,193.5
517.0,196.0
549.5,198.5
582.0,201.0
638.75,200.5
695.5,200.0
752.25,199.5
809.0,199.0
883.25,194.75
957.5,190.5
1031.75,186.25
1106.0,182.0
1175.75,176.75
1245.5,171.5
1315.25,166.25
1385.0,161.0
1423.5,152.5
1462.0,144.0
1500.5,135.5
1539.0,127.0
1568.0,120.75
1597.0,114.5
1626.0,108.25
1655.0,102.0
1653.0,87.0
1651.0,72.0
1649.0,57.0
1647.0,42.0
1639.25,32.75
1631.5,23.5
1623.75,14.25
1616.0,5.0
1598.75,3.75
1581.5,2.5
1564.25,1.25
1547.0,0.0
1517.25,0.0
1487.5,0.0
1457.75,0.0
1428.0,0.0
1427.25,0.0
1426.5,0.0
1425.75,0.0
1425.0,0.0
1411.25,0.0
1397.5,0.0
1383.75,0.0
1370.0,0.0
1363.0,0.0
1356.0,0.0
1349.0,0.0
1342.0,0.0
1362.0,0.0
1382.0,0.0
1402.0,0.0
1422.0,0.0
1456.75,0.0
1491.5,0.0
1526.25,0.0
1561.0,0.0
1600.5,0.0
1640.0,0.0
1679.5,0.0
1719.0,0.0
1712.5,0.0
1706.0,0.0
1699.5,0.0
1693.0,0.0
1657.5,0.25
1622.0,0.5
1586.5,0.75
1551.0,1.0
1513.75,5.75
1476.5,10.5
1439.25,15.25
1402.0,20.0
1335.5,30.75
1269.0,41.5
1202.5,52.25
1136.0,63.0
1089.0,73.75
1042.0,84.5
995.0,95.25
948.0,106.0
921.25,115.25
894.5,124.5
867.75,133.75
841.0,143.0
830.5,149.5
820.0,156.0
809.5,162.5
799.0,169.0
813.75,178.25
828.5,187.5
843.25,196.75
858.0,206.0
870.5,211.25
883.0,216.5
895.5,221.75
908.0,227.0
920.0,230.0
932.0,233.0
944.0,236.0
956.0,239.0
1012.0,242.25
1068.0,245.5
1124.0,248.75
1180.0,252.0
1261.0,250.25
1342.0,248.5
1423.0,246.75
1504.0,245.0
1566.0,237.75
1628.0,230.5
1690.0,223.25
1752.0,216.0
1777.75,200.5
1803.5,185.0
1829.25,169.5
1855.0,154.0
1857.5,134.0
1860.0,114.0
1862.5,94.0
1865.0,74.0
1827.75,58.0
1790.5,42.0
1753.25,26.0
1716.0,10.0
1689.75,7.5
1663.5,5.0
1637.25,2.5
1611.0,0.0
1573.0,0.0
1535.0,0.0
1497.0,0.0
1459.0,0.0
1426.5,0.0
1394.0,0.0
1361.5,0.0
1329.0,0.0
1323.25,0.0
1317.5,0.0
1311.75,0.0
1306.0,0.0
1318.75,0.0
1331.5,0.0
1344.25,0.0
1357.0,0.0
1377.5,0.0
1398.0,0.0
1418.5,0.0
1439.0,0.0
1471.25,0.0
1503.5,0.0
1535.75,0.0
1568.0,0.0
1575.0,0.0
1582.0,0.0
1589.0,0.0
1596.0,0.0
